time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-12-18T08:44:48.412Z,44.3541,-115.4766,10,2.6,ml,,51,0.242,0.86,us,us7000cs2k,2020-12-30T08:41:46.040Z,"32 km NNE of Lowman, Idaho",earthquake,2.3,2,0.046,62,reviewed,us,us
2020-12-18T08:40:54.122Z,44.3746,-115.4695,11.91,2.7,ml,,51,0.262,0.62,us,us7000cs2i,2020-12-30T08:35:54.040Z,"34 km NNE of Lowman, Idaho",earthquake,1.8,9.2,0.048,56,reviewed,us,us
2020-12-18T08:34:26.134Z,44.3419,-115.4707,4.77,2.5,ml,,60,0.23,0.44,us,us7000cs2g,2020-12-30T08:34:32.040Z,"31 km NNE of Lowman, Idaho",earthquake,1.4,3.6,0.062,34,reviewed,us,us
2020-12-18T07:26:44.744Z,41.099,-117.4674,10,2.5,ml,,74,0.692,0.58,us,us7000cs28,2020-12-30T08:25:40.040Z,"16 km N of Golconda, Nevada",earthquake,3.2,2,0.045,64,reviewed,us,us
2020-12-18T04:45:32.239Z,31.6513,-104.3055,5,2.7,ml,,65,0.167,0.18,us,us7000cs08,2020-12-18T04:54:34.040Z,"58 km S of Whites City, New Mexico",earthquake,1.3,1.8,0.085,50,reviewed,us,us
2020-12-18T02:47:13.283Z,44.3588,-115.4447,10,2.7,ml,,50,0.246,0.57,us,us7000crzx,2020-12-18T15:53:15.240Z,"33 km NNE of Lowman, Idaho",earthquake,1.8,2,0.06,36,reviewed,us,us
2020-12-17T22:06:01.138Z,43.9908,-114.9578,10,2.5,ml,,91,0.217,1.08,us,us7000crym,2020-12-19T03:35:12.040Z,"25 km S of Stanley, Idaho",earthquake,1.6,2,0.059,38,reviewed,us,us
2020-12-17T20:16:39.530Z,47.6208333333333,-124.380333333333,25.74,2.58,ml,17,185,0.1192,0.21,uw,uw61705871,2020-12-26T15:57:52.040Z,"9 km NNW of Queets, Washington",earthquake,0.75,0.73,0.109133241372102,5,reviewed,uw,uw
2020-12-17T17:04:45.736Z,44.0499,-114.947,10,2.7,ml,,84,0.158,0.41,us,us7000cruu,2020-12-22T22:51:04.040Z,"southern Idaho",earthquake,2.1,2,0.049,54,reviewed,us,us
2020-12-17T16:34:59.380Z,36.2058333,-117.8958333,2.16,2.57,ml,39,30,0.09411,0.15,ci,ci39496207,2020-12-17T20:08:09.040Z,"13km SE of Olancha, CA",earthquake,0.17,0.39,0.153,25,reviewed,ci,ci
2020-12-17T15:09:25.100Z,38.2328333,-112.3381667,2.94,2.73,ml,29,45,0.242,0.24,uu,uu60422157,2020-12-18T09:38:43.494Z,"9 km NW of Circleville, Utah",earthquake,0.4,1.13,0.158,12,reviewed,uu,uu
2020-12-17T10:23:54.190Z,31.1282,-103.2702,5,3.1,mb_lg,,49,0.015,0.57,us,us7000crs3,2020-12-17T10:45:17.040Z,"23 km WSW of Coyanosa, Texas",earthquake,0.8,1.4,0.064,66,reviewed,us,us
2020-12-17T09:31:01.088Z,38.1517,-118.0947,6.7,3.1,ml,32,42.9,0.035,0.1589,nn,nn00793161,2020-12-18T09:29:16.040Z,"26 km S of Mina, Nevada",earthquake,,1,0.26,15,reviewed,nn,nn
2020-12-17T05:41:02.510Z,36.2068333,-117.8933333,2.11,2.75,ml,43,31,0.09435,0.15,ci,ci39495743,2020-12-17T17:42:46.338Z,"13km SE of Olancha, CA",earthquake,0.14,0.29,0.127,25,reviewed,ci,ci
2020-12-17T01:50:12.143Z,38.1536,-118.0877,7.5,2.5,ml,27,127.66,0.029,0.1522,nn,nn00793096,2020-12-17T17:22:28.608Z,"26 km S of Mina, Nevada",earthquake,,0.9,0.29,13,reviewed,nn,nn
2020-12-17T00:51:43.462Z,32.1082,-102.2024,3.11,3.3,mb_lg,,31,0.115,0.43,us,us7000crpw,2020-12-30T05:16:03.383Z,"17 km NW of Midland, Texas",earthquake,0.9,4.7,0.076,103,reviewed,us,us
2020-12-16T19:19:45.212Z,38.1478,-118.0742,5.2,2.8,ml,27,45.97,0.021,0.1378,nn,nn00793018,2020-12-16T20:11:10.040Z,"27 km S of Mina, Nevada",earthquake,,1,0.17,13,reviewed,nn,nn
2020-12-16T11:32:21.820Z,33.3173333,-120.2636667,9.72,2.54,ml,14,275,0.6775,0.1,ci,ci39495071,2020-12-16T19:01:08.173Z,"71km W of San Nicolas Is., CA",earthquake,0.4,31.61,0.157,56,reviewed,ci,ci
2020-12-16T07:33:44.340Z,37.6348333,-118.8796667,5.43,2.53,md,28,84,0.01664,0.03,nc,nc73498630,2020-12-24T01:33:09.300Z,"9km E of Mammoth Lakes, CA",earthquake,0.24,0.32,0.211,36,reviewed,nc,nc
2020-12-16T04:18:39.340Z,40.6455,-124.9645,22.88,2.71,md,29,304,0.507,0.16,nc,nc73498540,2020-12-29T05:30:33.040Z,"60km W of Ferndale, CA",earthquake,3.3,13.16,0.241,30,reviewed,nc,nc
2020-12-16T00:51:44.758Z,38.1556,-118.0831,8.3,2.6,ml,27,107.58,0.025,0.1384,nn,nn00792777,2020-12-17T03:28:50.040Z,"26 km S of Mina, Nevada",earthquake,,0.9,0.3,13,reviewed,nn,nn
2020-12-15T20:28:40.139Z,44.5588,-115.2048,14.71,2.7,ml,,56,0.388,0.58,us,us7000crbx,2020-12-15T23:01:50.814Z,"43 km NNW of Stanley, Idaho",earthquake,3.1,9.5,0.045,66,reviewed,us,us
2020-12-15T16:27:13.410Z,47.5928333333333,-122.593333333333,25.85,3.2,ml,93,21,0.08602,0.37,uw,uw61705566,2020-12-28T20:01:17.953Z,"0 km NNE of Enetai, Washington",earthquake,0.3,0.57,0.188033087076003,50,reviewed,uw,uw
2020-12-15T14:59:41.220Z,37.1608333,-121.5483333,3.85,3.54,mw,148,37,0.05953,0.12,nc,nc73498140,2020-12-31T14:39:54.051Z,"10km ENE of Morgan Hill, CA",earthquake,0.1,0.31,,3,reviewed,nc,nc
2020-12-15T14:58:40.020Z,37.1605,-121.5493333,4.34,3.68,mw,163,31,0.0602,0.16,nc,nc73498145,2021-01-03T13:39:53.550Z,"10km ENE of Morgan Hill, CA",earthquake,0.11,0.38,,3,reviewed,nc,nc
2020-12-15T13:43:45.059Z,38.1449,-118.0767,5,2.5,ml,29,43.18,0.025,0.1609,nn,nn00792602,2020-12-16T02:30:38.464Z,"27 km S of Mina, Nevada",earthquake,,1,0.22,13,reviewed,nn,nn
2020-12-15T11:55:35.606Z,38.1744,-118.0534,4.9,2.6,ml,28,52.68,0.015,0.1321,nn,nn00792567,2021-01-03T07:18:05.040Z,"24 km SSE of Mina, Nevada",earthquake,,0.8,0.2,13,reviewed,nn,nn
2020-12-15T07:37:33.189Z,38.1627,-118.1018,4.7,3.3,ml,33,42.36,0.039,0.1488,nn,nn00792496,2020-12-16T07:29:38.040Z,"25 km S of Mina, Nevada",earthquake,,1.2,0.29,15,reviewed,nn,nn
2020-12-15T05:54:42.533Z,38.1673,-118.0907,4.7,3.3,ml,28,42.12,0.031,0.1492,nn,nn00792442,2020-12-16T02:32:28.828Z,"24 km S of Mina, Nevada",earthquake,,1.1,0.39,15,reviewed,nn,nn
2020-12-15T05:41:36.358Z,38.1478,-118.0754,5.1,3.6,ml,30,43.03,0.022,0.1693,nn,nn00792430,2020-12-16T05:43:48.819Z,"27 km S of Mina, Nevada",earthquake,,0.9,0.24,14,reviewed,nn,nn
2020-12-15T05:13:13.012Z,31.6502,-104.3714,5,2.5,mb_lg,,62,0.111,0.36,us,us7000cr6f,2020-12-15T08:11:59.040Z,"58 km S of Whites City, New Mexico",earthquake,0.9,1.8,0.136,21,reviewed,us,us
2020-12-15T00:35:22.346Z,38.1598,-117.942,10.8,4.3,ml,33,27.42,0.025,0.1472,nn,nn00792265,2020-12-18T09:31:56.823Z,"29 km SSE of Mina, Nevada",earthquake,,0.5,0.18,15,reviewed,nn,nn
2020-12-15T00:29:22.083Z,38.1594,-118.1006,4.7,2.7,ml,29,108.1,0.038,0.1418,nn,nn00792258,2020-12-18T04:03:40.040Z,"25 km S of Mina, Nevada",earthquake,,1.1,0.24,13,reviewed,nn,nn
2020-12-14T23:23:50.032Z,38.1743,-118.0682,6.8,3.1,ml,9,206.27,0.019,0.1614,nn,nn00792238,2020-12-15T02:31:11.553Z,"24 km S of Mina, Nevada",earthquake,,1.4,0.26,7,reviewed,nn,nn
2020-12-14T23:23:44.259Z,38.1654,-118.0927,3.5,2.9,ml,24,68.75,0.033,0.1636,nn,nn00792248,2020-12-15T02:31:14.028Z,"25 km S of Mina, Nevada",earthquake,,1.4,0.21,13,reviewed,nn,nn
2020-12-14T22:24:23.292Z,38.1518,-118.1087,4.6,2.8,ml,29,78.02,0.045,0.1494,nn,nn00792206,2020-12-17T23:29:38.040Z,"California-Nevada border region",earthquake,,1.4,0.37,13,reviewed,nn,nn
2020-12-14T21:20:10.831Z,38.1554,-118.1231,5.2,4.7,ml,33,42.76,0.056,0.1432,nn,nn00792158,2020-12-30T06:25:45.227Z,"26 km S of Mina, Nevada",earthquake,,1.8,0.51,12,reviewed,nn,nn
2020-12-14T20:33:18.090Z,39.928,-120.7151667,0.11,2.55,md,37,90,0.2674,0.14,nc,nc73497720,2020-12-25T01:16:10.926Z,"4km NE of Greenhorn, CA",earthquake,0.29,2.17,0.101,32,reviewed,nc,nc
2020-12-14T20:00:03.289Z,44.6178,-112.4934,8.95,3.3,ml,,74,0.074,0.44,us,us7000cr1z,2020-12-26T18:26:24.056Z,"8 km ESE of Lima, Montana",earthquake,1.8,11.2,0.036,102,reviewed,us,us
2020-12-14T18:01:55.300Z,34.548,-118.894,21.18,2.83,ml,32,35,0.1403,0.25,ci,ci37308332,2020-12-17T21:28:00.040Z,"17km N of Fillmore, CA",earthquake,0.33,1,0.157,223,reviewed,ci,ci
2020-12-14T18:01:42.440Z,34.5443333,-118.8973333,19.42,2.81,ml,68,23,0.1362,0.26,ci,ci39729840,2020-12-22T19:17:43.040Z,"16km N of Fillmore, CA",earthquake,0.2,0.45,0.176,34,reviewed,ci,ci
2020-12-14T05:32:39.120Z,40.3806667,-124.8995,14.74,3.06,ml,28,261,0.4356,0.23,nc,nc73497495,2020-12-18T01:11:06.049Z,"52km W of Petrolia, CA",earthquake,0.81,0.96,0.182,10,reviewed,nc,nc
2020-12-14T04:36:42.994Z,38.1499,-117.8824,10.4,2.5,ml,31,43.97,0.011,0.1368,nn,nn00792012,2020-12-30T06:18:14.040Z,"33 km SE of Mina, Nevada",earthquake,,0.5,0.24,14,reviewed,nn,nn
2020-12-13T23:53:13.850Z,36.1105,-89.3975,10.62,2.81,md,60,31,0.02635,0.15,nm,nm60337191,2020-12-18T04:02:10.040Z,"8 km N of Dyersburg, Tennessee",earthquake,0.18,0.29,0.095,51,reviewed,nm,nm
2020-12-13T17:26:46.905Z,37.7197,-97.2024,5,2.8,mb_lg,,121,0.719,0.35,us,us7000cqtw,2020-12-28T10:33:24.776Z,"5 km W of Andover, Kansas",earthquake,2.6,2,0.228,6,reviewed,us,us
2020-12-13T12:10:52.623Z,38.147,-117.8848,9.5,2.5,ml,25,45.72,0.014,0.1162,nn,nn00791882,2020-12-23T13:48:39.040Z,"33 km SE of Mina, Nevada",earthquake,,0.6,0.44,11,reviewed,nn,nn
2020-12-13T12:05:22.217Z,44.1641,-115.0996,10,3.2,ml,,75,0.101,0.69,us,us7000cqs1,2020-12-23T13:47:40.478Z,"14 km WSW of Stanley, Idaho",earthquake,1.8,2,0.043,72,reviewed,us,us
2020-12-13T10:37:24.410Z,37.4721667,-118.846,5.54,2.83,md,36,61,0.1184,0.04,nc,nc73497300,2020-12-23T13:26:06.040Z,"18km SW of Toms Place, CA",earthquake,0.22,1.12,0.184,56,reviewed,nc,nc
2020-12-13T08:32:32.710Z,35.974,-97.2595,6.76,2.63,ml,100,21,0,0.17,ok,ok2020ykqm,2020-12-14T15:42:12.396Z,"Oklahoma",earthquake,,0.3,0.24,41,reviewed,ok,ok
2020-12-13T05:44:43.469Z,44.3228,-115.1737,9.44,2.5,ml,,130,0.185,0.49,us,us7000cqpw,2020-12-14T21:55:15.830Z,"22 km WNW of Stanley, Idaho",earthquake,3.3,9.1,0.071,26,reviewed,us,us
2020-12-13T01:11:51.490Z,38.8045,-122.799,2.77,2.72,md,78,34,0.004509,0.07,nc,nc73497120,2020-12-22T03:13:04.490Z,"5km NW of The Geysers, CA",earthquake,0.12,0.18,0.197,59,reviewed,nc,nc
2020-12-12T19:20:12.790Z,39.9101667,-123.7551667,5.74,3.02,ml,23,118,0.08191,0.12,nc,nc73497020,2020-12-19T04:12:53.040Z,"20km NNE of Rockport, CA",earthquake,0.32,0.44,0.263,13,reviewed,nc,nc
2020-12-12T14:28:46.050Z,44.4526667,-115.2206667,8.26,2.5,ml,12,81,0.303,0.2,mb,mb80479314,2020-12-12T23:00:33.340Z,"34 km NW of Stanley, Idaho",earthquake,1.28,1.95,0.243,13,reviewed,mb,mb
2020-12-12T09:56:10.066Z,38.1526,-118.0855,7.8,3.1,ml,32,44.14,0.027,0.161,nn,nn00791523,2020-12-13T02:30:09.747Z,"26 km S of Mina, Nevada",earthquake,,0.9,0.2,14,reviewed,nn,nn
2020-12-12T08:56:41.841Z,38.1545,-118.0891,6.6,3.1,ml,24,127.6,0.03,0.1798,nn,nn00791517,2020-12-23T13:01:47.040Z,"26 km S of Mina, Nevada",earthquake,,1,0.41,10,reviewed,nn,nn
2020-12-12T08:33:11.651Z,38.1398,-118.1007,6.8,2.6,ml,25,78.77,0.043,0.119,nn,nn00792111,2020-12-23T12:58:01.040Z,"27 km S of Mina, Nevada",earthquake,,1.1,0.31,11,reviewed,nn,nn
2020-12-12T08:25:01.979Z,38.145,-118.1032,6.8,3.9,ml,32,43.25,0.043,0.1493,nn,nn00791462,2020-12-23T13:34:35.403Z,"27 km S of Mina, Nevada",earthquake,,1.1,0.23,15,reviewed,nn,nn
2020-12-12T07:52:59.110Z,38.1604,-118.0928,5,3.7,ml,28,77.16,0.032,0.1569,nn,nn00791440,2020-12-23T12:54:19.537Z,"25 km S of Mina, Nevada",earthquake,,1.1,0.29,10,reviewed,nn,nn
2020-12-12T07:50:52.930Z,38.1497,-118.1008,6.4,4.9,ml,30,43.01,0.04,0.1745,nn,nn00791435,2020-12-23T12:54:15.270Z,"26 km S of Mina, Nevada",earthquake,,1.1,0.2,13,reviewed,nn,nn
2020-12-12T04:25:33.682Z,44.4724,-115.1757,10,2.5,ml,,77,0.302,0.52,us,us7000cqh1,2020-12-12T15:10:45.130Z,"34 km NW of Stanley, Idaho",earthquake,2.1,2,0.071,26,reviewed,us,us
2020-12-12T04:06:43.693Z,38.1633,-118.0894,3.9,2.6,ml,27,76.9,0.03,0.132,nn,nn00791411,2020-12-14T16:44:03.544Z,"25 km S of Mina, Nevada",earthquake,,1,0.24,12,reviewed,nn,nn
2020-12-12T03:52:31.018Z,31.6379,-104.3142,5,2.6,mb_lg,,60,0.136,0.32,us,us7000cr0s,2020-12-15T23:31:44.040Z,"59 km S of Whites City, New Mexico",earthquake,1.1,1.5,0.109,41,reviewed,us,us
2020-12-12T03:50:10.526Z,31.6538,-104.2928,5,2.8,ml,,65,0.178,0.27,us,us7000cqgx,2020-12-12T03:59:34.040Z,"58 km S of Whites City, New Mexico",earthquake,1.4,1.4,0.077,68,reviewed,us,us
2020-12-11T19:40:31.045Z,44.5836,-115.2262,10.01,3.6,ml,,30,0.417,0.6,us,us7000cqdb,2020-12-26T11:35:15.598Z,"46 km NNW of Stanley, Idaho",earthquake,1,10.4,0.031,136,reviewed,us,us
2020-12-11T18:36:43.906Z,38.1859,-117.7587,10.6,2.7,ml,27,69.87,0.043,0.1223,nn,nn00791335,2020-12-12T02:31:06.017Z,"38 km SE of Mina, Nevada",earthquake,,0.7,0.27,12,reviewed,nn,nn
2020-12-11T16:52:52.930Z,44.3188333,-115.1735,5.91,2.63,ml,11,86,0.183,0.23,mb,mb80479229,2020-12-12T15:46:57.530Z,"21 km WNW of Stanley, Idaho",earthquake,1.22,1.89,0.166,12,reviewed,mb,mb
2020-12-11T15:29:05.890Z,44.3478333,-115.1643333,9.6,2.65,ml,9,87,0.197,0.17,mb,mb80479224,2020-12-11T19:02:00.180Z,"23 km NW of Stanley, Idaho",earthquake,0.84,1.2,0.12,11,reviewed,mb,mb
2020-12-11T07:24:34.300Z,39.3706667,-123.253,6.84,2.76,ml,55,41,0.07279,0.08,nc,nc73496370,2020-12-23T11:49:53.040Z,"10km ESE of Willits, CA",earthquake,0.13,0.3,0.22,26,reviewed,nc,nc
2020-12-11T03:09:03.181Z,38.1283,-118.0732,3.7,2.8,ml,30,46.94,0.036,0.144,nn,nn00791186,2020-12-12T02:30:41.639Z,"29 km S of Mina, Nevada",earthquake,,1.1,0.32,15,reviewed,nn,nn
2020-12-11T02:36:43.850Z,40.388,-124.8728333,14.16,2.55,md,30,245,0.4173,0.18,nc,nc73496250,2020-12-19T21:44:15.040Z,"50km W of Petrolia, CA",earthquake,0.64,1.26,0.192,37,reviewed,nc,nc
2020-12-11T00:50:44.391Z,38.1643,-118.0712,7.7,2.7,ml,30,68.72,0.016,0.1034,nn,nn00791153,2020-12-12T04:31:52.040Z,"25 km S of Mina, Nevada",earthquake,,0.6,0.22,14,reviewed,nn,nn
2020-12-10T22:23:56.159Z,38.1708,-118.0825,4.1,2.6,ml,29,76.26,0.026,0.1225,nn,nn00791125,2020-12-12T05:00:51.040Z,"24 km S of Mina, Nevada",earthquake,,0.9,0.22,14,reviewed,nn,nn
2020-12-10T19:49:09.480Z,40.368,-124.5865,22.61,2.59,md,29,231,0.2184,0.14,nc,nc73496145,2020-12-11T02:32:03.258Z,"26km W of Petrolia, CA",earthquake,0.89,0.56,0.221,23,reviewed,nc,nc
2020-12-10T16:28:01.460Z,38.1826,-117.7888,10.5,3,ml,28,66.68,0.056,0.1437,nn,nn00791087,2020-12-11T02:30:53.217Z,"36 km SE of Mina, Nevada",earthquake,,0.7,0.28,12,reviewed,nn,nn
2020-12-10T13:36:17.270Z,37.7062,-97.2383,5,2.7,mb_lg,,77,0.662,0.25,us,us7000cprd,2020-12-13T18:44:14.706Z,"3 km NE of Eastborough, Kansas",earthquake,1.6,1.9,0.17,9,reviewed,us,us
2020-12-10T10:36:31.590Z,32.275,-115.0981667,19.88,2.8,ml,33,70,0.03356,0.24,ci,ci39489951,2020-12-12T14:09:37.040Z,"2km SSE of Guadalupe Victoria, B.C., MX",earthquake,0.32,0.5,0.314,14,reviewed,ci,ci
2020-12-10T10:07:39.660Z,41.9726667,-122.2646667,11.81,2.63,md,18,152,0.1834,0.12,nc,nc73496000,2020-12-19T11:49:05.518Z,"25km ENE of Hornbrook, CA",earthquake,0.56,1.14,0.13,20,reviewed,nc,nc
2020-12-10T08:34:29.816Z,37.7082,-97.232,3.87,2.7,mb_lg,,98,0.644,0.34,us,us7000cpph,2020-12-30T11:44:40.661Z,"3 km NE of Eastborough, Kansas",earthquake,1.7,3.7,0.104,24,reviewed,us,us
2020-12-10T01:01:39.100Z,36.53133333,-98.98683333,7.57,2.63,ml,72,53,0,0.15,ok,ok2020yepc,2020-12-11T04:18:26.040Z,"10 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.22,33,reviewed,ok,ok
2020-12-10T00:53:25.719Z,36.52983333,-98.98816667,7.88,3.02,ml,73,53,0,0.13,ok,ok2020yeov,2020-12-19T03:45:18.040Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.25,33,reviewed,ok,ok
2020-12-09T14:59:20.106Z,37.7065,-97.2478,5,2.5,mb_lg,,127,0.655,0.35,us,us7000cpg2,2020-12-20T08:36:32.034Z,"2 km NE of Eastborough, Kansas",earthquake,2.2,1.9,0.193,8,reviewed,us,us
2020-12-09T12:31:16.046Z,45.0951,-67.1595,7.72,3,ml,,110,0.226,0.2,us,us7000cpfi,2020-12-14T03:10:14.765Z,"4 km WNW of Robbinston, Maine",earthquake,1.4,7.9,0.064,32,reviewed,us,us
2020-12-09T10:22:19.600Z,31.4685,-115.698,17.42,2.89,ml,10,115,0.1064,0.18,ci,ci39489127,2020-12-09T17:30:26.171Z,"87km ESE of Maneadero, B.C., MX",earthquake,0.97,1.11,0.124,49,reviewed,ci,ci
2020-12-09T10:14:47.120Z,39.028,-123.0615,3.08,2.62,md,67,71,0.03548,0.12,nc,nc73495525,2020-12-19T07:45:09.384Z,"13km W of Lakeport, CA",earthquake,0.13,0.38,0.281,54,reviewed,nc,nc
2020-12-09T07:03:59.695Z,24.8789,-108.8773,10,4.4,mb,,159,3.545,0.74,us,us7000cpec,2020-12-09T08:10:37.040Z,"67 km SSW of El Progreso, Mexico",earthquake,8.2,1.9,0.054,100,reviewed,us,us
2020-12-09T05:59:26.932Z,45.5534,-99.7259,5,3.2,mb_lg,,35,1.223,0.55,us,us7000cpdp,2020-12-10T11:56:32.120Z,"12 km NNW of Bowdle, South Dakota",earthquake,2.9,2,0.079,43,reviewed,us,us
2020-12-08T23:32:40.780Z,44.7748333,-111.0175,7.11,2.64,ml,25,106,0.01748,0.19,uu,uu60421277,2020-12-14T01:44:11.040Z,"13 km E of Hebgen Lake Estates, Montana",earthquake,0.4,0.64,0.229,6,reviewed,uu,uu
2020-12-08T22:53:42.510Z,38.272,-108.923,0.43,3.65,ml,18,84,0.04787,0.11,uu,uu60421272,2020-12-14T01:44:01.884Z,"28 km E of La Sal, Utah",earthquake,0.27,0.59,0.186,14,reviewed,uu,uu
2020-12-08T22:37:42.200Z,36.437,-117.9991667,4.37,2.62,ml,33,62,0.06538,0.19,ci,ci39488695,2020-12-10T06:00:48.040Z,"17km N of Olancha, CA",earthquake,0.22,0.81,0.192,76,reviewed,ci,ci
2020-12-08T22:31:13.340Z,36.43,-117.998,2.53,2.74,ml,34,48,0.06699,0.27,ci,ci39488679,2020-12-10T05:59:33.040Z,"16km N of Olancha, CA",earthquake,0.29,1.18,0.17,85,reviewed,ci,ci
2020-12-08T19:50:55.650Z,40.2985,-124.5016667,21.32,2.79,md,29,250,0.1221,0.16,nc,nc73495325,2020-12-17T23:40:08.456Z,"19km W of Petrolia, CA",earthquake,0.62,0.31,0.153,53,reviewed,nc,nc
2020-12-08T18:38:37.413Z,38.1688,-118.0845,3.5,2.5,ml,20,44.08,0.027,0.1713,nn,nn00790725,2020-12-09T02:30:04.681Z,"24 km S of Mina, Nevada",earthquake,,1.2,0.11,14,reviewed,nn,nn
2020-12-08T17:48:21.835Z,38.157,-118.0854,7.1,3.1,ml,22,42.61,0.026,0.1782,nn,nn00790706,2020-12-09T02:29:59.814Z,"25 km S of Mina, Nevada",earthquake,,1.1,0.25,15,reviewed,nn,nn
2020-12-08T16:54:03.780Z,37.718,-97.2422,5,3,mb_lg,,98,0.654,0.32,us,us7000cp6l,2021-01-01T08:11:50.391Z,"3 km NNE of Eastborough, Kansas",earthquake,1.6,2,0.058,78,reviewed,us,us
2020-12-08T16:42:48.580Z,40.3753333,-124.5875,23.96,2.68,md,30,235,0.2064,0.16,nc,nc73495245,2020-12-21T18:09:02.040Z,"26km WNW of Petrolia, CA",earthquake,0.67,0.75,0.141,37,reviewed,nc,nc
2020-12-08T14:34:53.166Z,44.3627,-115.1315,9.82,2.8,ml,,61,0.192,0.49,us,us7000cp5j,2020-12-08T15:32:59.040Z,"22 km NW of Stanley, Idaho",earthquake,3.3,9.1,0.048,58,reviewed,us,us
2020-12-08T13:20:11.827Z,44.3568,-115.059,9.22,2.7,ml,,59,0.161,0.46,us,us7000cp59,2020-12-08T17:32:21.040Z,"18 km NNW of Stanley, Idaho",earthquake,3.5,6.1,0.048,57,reviewed,us,us
2020-12-08T13:00:06.930Z,35.5056667,-120.843,4.1,2.52,md,38,150,0.1106,0.05,nc,nc73495190,2020-12-21T17:11:58.040Z,"8km NNE of Cayucos, CA",earthquake,0.26,0.54,0.168,32,reviewed,nc,nc
2020-12-08T09:24:10.099Z,31.6731,-104.42,10.08,2.5,ml,,57,0.069,0.39,us,us7000cp4b,2020-12-28T08:51:28.040Z,"55 km S of Whites City, New Mexico",earthquake,1.4,4.4,0.097,48,reviewed,us,us
2020-12-08T03:38:41.660Z,35.5058333,-120.8455,4,2.6,md,48,150,0.1123,0.05,nc,nc73495050,2020-12-18T05:50:07.771Z,"8km NNE of Cayucos, CA",earthquake,0.24,0.52,0.142,42,reviewed,nc,nc
2020-12-07T21:24:10.621Z,44.2703,-114.8545,12.84,2.8,ml,,35,0.105,0.54,us,us7000cny6,2020-12-08T05:26:49.317Z,"8 km NE of Stanley, Idaho",earthquake,4.3,8,0.048,56,reviewed,us,us
2020-12-07T19:21:15.475Z,38.1628,-117.8612,5.7,2.5,ml,8,123.94,0.008,0.0677,nn,nn00790525,2020-12-30T18:07:14.040Z,"33 km SE of Mina, Nevada",earthquake,,0.9,0.14,7,reviewed,nn,nn
2020-12-07T11:05:06.296Z,38.167,-118.0855,4.6,2.6,ml,29,76.58,0.027,0.1477,nn,nn00790459,2020-12-07T17:46:18.815Z,"24 km S of Mina, Nevada",earthquake,,1,0.28,14,reviewed,nn,nn
2020-12-07T08:31:17.123Z,38.178,-117.8765,8.7,3.5,ml,33,40.31,0.017,0.1532,nn,nn00790418,2020-12-10T08:38:53.084Z,"31 km SE of Mina, Nevada",earthquake,,0.5,0.28,15,reviewed,nn,nn
2020-12-07T04:12:25.430Z,31.6113333,-116.507,15.91,2.53,ml,10,224,0.2888,0.17,ci,ci39487247,2020-12-07T21:39:25.234Z,"13km SSE of Maneadero, B.C., MX",earthquake,0.67,1.22,0.366,2,reviewed,ci,ci
2020-12-07T03:58:09.560Z,33.0455,-115.5841667,12.9,3.33,ml,58,39,0.007465,0.24,ci,ci39487231,2020-12-08T04:00:37.036Z,"4km ENE of Westmorland, CA",earthquake,0.19,0.49,0.149,100,reviewed,ci,ci
2020-12-07T00:24:47.200Z,35.8835,-117.7008333,2.62,3.07,ml,39,32,0.0762,0.15,ci,ci39487087,2020-12-08T03:56:08.040Z,"20km ESE of Little Lake, CA",earthquake,0.12,0.24,0.124,82,reviewed,ci,ci
2020-12-06T22:47:14.816Z,31.6553,-104.2987,10.77,2.8,ml,,59,0.118,0.39,us,us7000cnql,2020-12-07T00:34:43.040Z,"58 km S of Whites City, New Mexico",earthquake,1.1,4.5,0.044,68,reviewed,us,us
2020-12-06T21:19:16.230Z,38.1658,-118.0663,6,2.6,ml,28,68.58,0.013,0.1155,nn,nn00790309,2020-12-21T01:27:00.040Z,"25 km S of Mina, Nevada",earthquake,,0.8,0.27,12,reviewed,nn,nn
2020-12-06T20:40:21.115Z,38.1848,-117.7469,10.7,3,ml,25,70.66,0.043,0.1232,nn,nn00790301,2021-01-03T15:59:35.040Z,"39 km SE of Mina, Nevada",earthquake,,0.7,0.26,11,reviewed,nn,nn
2020-12-06T16:57:22.310Z,44.4325,-110.3061667,6.02,2.62,ml,21,74,0.0434,0.16,uu,uu60420897,2020-12-13T20:42:47.040Z,"Wyoming",earthquake,0.3,0.66,0.215,5,reviewed,uu,uu
2020-12-06T16:34:15.100Z,40.2833333,-124.3683333,19.93,2.74,md,22,232,0.02034,0.07,nc,nc73494460,2020-12-21T16:46:11.040Z,"8km WSW of Petrolia, CA",earthquake,0.52,0.24,0.185,50,reviewed,nc,nc
2020-12-06T15:17:53.130Z,33.237,-116.6693333,9.2,3.62,mw,138,12,0.04204,0.21,ci,ci39486671,2021-01-04T23:27:10.606Z,"6km SSW of Warner Springs, CA",earthquake,0.11,0.32,,4,reviewed,ci,ci
2020-12-06T15:14:18.230Z,38.168,-117.8379,3.1,2.6,ml,26,50.23,0.027,0.0927,nn,nn00790273,2020-12-13T19:09:31.040Z,"34 km SE of Mina, Nevada",earthquake,,0.6,0.34,10,reviewed,nn,nn
